age,job,marital,education,balance,housing,loan,contact,duration,pdays,previous,poutcome,contact_date
53,technician,married,secondary,480,0,0,unknown,648,-1,0,other,6-jun
31,services,married,tertiary,309,1,1,unknown,294,-1,0,other,7-may
37,management,single,tertiary,1517,0,1,cellular,60,-1,0,other,6-may
35,services,single,secondary,5551,1,0,cellular,258,-1,0,other,20-nov
47,technician,married,secondary,970,1,0,unknown,742,-1,0,other,28-may
31,self-employed,single,secondary,532,1,0,unknown,90,-1,0,other,16-may
55,management,married,tertiary,4649,1,0,cellular,277,-1,0,other,19-nov
36,blue-collar,married,primary,0,1,0,unknown,246,-1,0,other,6-jun
57,services,married,secondary,1315,0,0,cellular,260,-1,0,other,14-aug
34,admin.,divorced,secondary,479,1,0,cellular,515,350,5,failure,12-may
49,management,married,secondary,1601,0,0,cellular,47,-1,0,other,29-jul
30,management,single,tertiary,136,1,0,unknown,152,-1,0,other,23-may
24,blue-collar,single,secondary,327,1,0,unknown,333,-1,0,other,28-may
36,blue-collar,married,secondary,324,1,1,cellular,830,-1,0,other,16-jul
30,management,married,tertiary,942,0,0,cellular,146,-1,0,other,2-jun
39,blue-collar,married,primary,2133,1,1,unknown,179,-1,0,other,16-may
42,blue-collar,married,primary,807,1,0,cellular,1057,-1,0,other,19-nov
35,self-employed,married,tertiary,980,0,0,cellular,428,336,6,failure,2-aug
39,technician,married,tertiary,602,1,0,unknown,191,-1,0,other,20-may
48,blue-collar,married,primary,474,1,1,unknown,414,-1,0,other,3-jul
39,management,single,tertiary,1509,0,0,cellular,248,-1,0,other,11-nov
31,admin.,single,secondary,4388,1,0,unknown,182,-1,0,other,27-may
28,blue-collar,single,primary,-457,1,0,unknown,43,-1,0,other,15-may
27,technician,single,secondary,126,1,1,cellular,436,-1,0,other,4-jul
59,management,married,tertiary,1978,1,0,cellular,928,-1,0,other,20-aug
47,admin.,married,secondary,-57,0,1,unknown,93,-1,0,other,20-jun
58,blue-collar,married,primary,309,0,0,cellular,156,-1,0,other,19-aug
44,technician,married,secondary,-153,0,1,unknown,197,-1,0,other,26-jun
31,technician,married,tertiary,859,1,0,unknown,138,-1,0,other,3-jun
47,services,married,secondary,1160,1,0,unknown,59,-1,0,other,27-jun
34,technician,married,secondary,351,1,0,cellular,467,-1,0,other,18-jul
36,management,married,tertiary,1,1,1,cellular,84,-1,0,other,13-apr
56,admin.,divorced,secondary,279,1,0,cellular,288,-1,0,other,11-may
30,services,married,tertiary,523,1,0,unknown,253,-1,0,other,23-may
30,management,married,tertiary,859,1,0,unknown,249,-1,0,other,20-may
36,management,married,tertiary,0,0,0,cellular,97,-1,0,other,26-aug
38,admin.,married,secondary,0,1,1,cellular,547,-1,0,other,17-apr
32,technician,single,secondary,5205,0,0,cellular,352,-1,0,other,20-nov
29,management,single,tertiary,13,1,0,cellular,26,-1,0,other,15-may
36,entrepreneur,married,tertiary,125,1,0,unknown,95,-1,0,other,6-may
27,technician,married,secondary,7,1,0,unknown,98,-1,0,other,15-may
31,student,single,tertiary,307,0,0,cellular,597,-1,0,other,20-nov
49,services,married,secondary,245,1,1,unknown,318,-1,0,other,6-may
28,student,single,secondary,5916,0,0,cellular,259,63,5,failure,22-may
39,blue-collar,married,secondary,0,1,0,cellular,61,-1,0,other,30-jul
55,admin.,married,secondary,1662,0,0,cellular,94,-1,0,other,4-jun
33,services,married,secondary,2065,1,1,unknown,241,-1,0,other,26-may
28,entrepreneur,married,secondary,422,1,0,unknown,394,-1,0,other,19-may
51,housemaid,married,tertiary,390,1,0,cellular,102,-1,0,other,30-jul
54,entrepreneur,married,secondary,52,1,0,unknown,44,-1,0,other,15-may
60,management,married,secondary,0,0,0,telephone,280,-1,0,other,18-aug
45,self-employed,married,tertiary,582,0,0,cellular,148,-1,0,other,17-nov
35,management,married,tertiary,3481,0,0,cellular,388,-1,0,other,13-aug
46,unemployed,divorced,secondary,41,1,0,unknown,249,-1,0,other,12-may
41,services,married,secondary,2085,1,0,unknown,125,-1,0,other,26-may
37,admin.,married,secondary,14,1,0,unknown,176,-1,0,other,8-may
52,services,married,primary,306,1,0,cellular,650,-1,0,other,13-may
24,services,single,secondary,-148,1,0,unknown,641,-1,0,other,21-may
32,admin.,married,tertiary,882,0,0,unknown,569,-1,0,other,23-may
32,self-employed,married,secondary,409,0,0,cellular,217,-1,0,other,9-mar
52,technician,married,tertiary,3440,1,0,cellular,194,-1,0,other,9-jul
46,services,divorced,secondary,778,1,0,unknown,579,-1,0,other,19-may
55,entrepreneur,married,primary,214,0,0,unknown,217,-1,0,other,12-jun
35,blue-collar,married,secondary,3181,1,0,cellular,28,-1,0,other,18-may
55,technician,married,tertiary,169,0,1,cellular,618,-1,0,other,5-aug
49,services,married,secondary,486,1,1,unknown,43,-1,0,other,30-may
29,management,single,tertiary,1895,0,0,cellular,97,-1,0,other,28-jul
34,blue-collar,married,secondary,8558,1,0,unknown,466,-1,0,other,2-jun
40,admin.,married,secondary,0,0,0,cellular,496,182,11,success,28-jul
31,entrepreneur,married,tertiary,0,1,0,unknown,275,-1,0,other,23-may
56,blue-collar,married,secondary,2190,0,1,cellular,90,232,1,failure,30-jan
54,management,married,tertiary,0,0,0,cellular,748,-1,0,other,26-aug
26,services,single,secondary,598,1,0,cellular,401,272,1,other,5-feb
37,management,married,tertiary,561,0,0,cellular,204,-1,0,other,4-aug
46,entrepreneur,married,secondary,1375,1,0,unknown,170,-1,0,other,30-may
34,blue-collar,married,secondary,1226,1,0,cellular,86,-1,0,other,17-apr
30,technician,single,secondary,516,1,0,cellular,66,-1,0,other,6-may
49,admin.,divorced,secondary,502,1,0,cellular,104,-1,0,other,20-nov
37,management,married,tertiary,1949,1,0,cellular,328,-1,0,other,12-may
26,blue-collar,single,secondary,-93,1,0,cellular,599,-1,0,other,18-may
43,services,married,secondary,774,0,0,cellular,101,421,1,success,25-mar
25,unemployed,married,tertiary,118,0,1,telephone,45,-1,0,other,10-jul
39,blue-collar,married,secondary,281,0,0,unknown,78,-1,0,other,20-jun
54,management,married,secondary,-133,1,0,cellular,76,343,2,failure,17-apr
28,blue-collar,single,secondary,4054,1,0,cellular,133,-1,0,other,11-may
45,entrepreneur,married,tertiary,1503,0,0,cellular,212,-1,0,other,17-nov
37,admin.,divorced,secondary,496,0,0,cellular,118,272,3,failure,4-feb
59,management,married,tertiary,2020,0,1,unknown,250,-1,0,other,9-jun
36,admin.,married,secondary,0,1,1,cellular,101,-1,0,other,9-feb
52,unemployed,married,secondary,1639,0,0,cellular,93,-1,0,other,8-aug
47,blue-collar,married,secondary,1568,1,0,cellular,388,262,7,success,19-feb
27,technician,married,secondary,594,1,0,unknown,433,-1,0,other,27-jun
47,technician,married,secondary,3973,0,0,cellular,732,-1,0,other,6-aug
31,management,single,tertiary,775,1,0,cellular,207,308,2,failure,20-apr
41,technician,married,tertiary,680,0,0,cellular,117,-1,0,other,6-aug
53,self-employed,married,tertiary,217,0,0,cellular,121,-1,0,other,11-aug
52,blue-collar,married,secondary,2276,0,0,unknown,83,-1,0,other,20-jun
38,technician,married,secondary,635,0,0,unknown,31,-1,0,other,5-jun
53,technician,married,secondary,719,1,0,unknown,230,-1,0,other,14-may
29,blue-collar,single,secondary,-167,1,0,unknown,361,-1,0,other,4-jun
34,admin.,married,secondary,626,1,0,cellular,142,-1,0,other,14-may
31,admin.,single,tertiary,541,0,0,cellular,100,-1,0,other,5-feb
53,technician,single,secondary,198,1,1,unknown,521,-1,0,other,30-may
53,blue-collar,married,primary,358,1,0,unknown,384,-1,0,other,3-jun
25,admin.,single,secondary,122,1,0,cellular,481,-1,0,other,7-may
30,blue-collar,single,secondary,144,1,0,unknown,202,-1,0,other,21-may
35,management,married,tertiary,489,1,0,cellular,109,-1,0,other,17-jul
36,admin.,married,secondary,131,1,0,cellular,83,-1,0,other,2-feb
23,student,single,tertiary,341,0,0,cellular,89,-1,0,other,16-jun
32,unemployed,single,primary,1429,0,0,cellular,150,-1,0,other,8-mar
33,admin.,single,secondary,-300,1,1,cellular,184,-1,0,other,25-jul
34,unemployed,single,secondary,9895,0,0,cellular,356,-1,0,other,19-nov
35,services,single,primary,167,0,1,cellular,614,-1,0,other,11-jul
37,housemaid,divorced,secondary,226,0,1,cellular,380,167,3,other,19-nov
25,blue-collar,single,secondary,352,1,0,unknown,156,-1,0,other,30-may
42,blue-collar,divorced,primary,299,1,0,cellular,305,261,2,failure,29-jan
46,services,married,tertiary,2520,1,0,cellular,144,-1,0,other,19-nov
37,housemaid,single,secondary,2042,1,0,unknown,485,-1,0,other,20-may
42,management,married,secondary,0,0,0,unknown,234,-1,0,other,7-may
31,management,married,tertiary,357,1,0,cellular,201,228,5,failure,13-apr
35,blue-collar,single,secondary,-41,1,0,unknown,169,-1,0,other,2-jun
44,blue-collar,married,primary,362,1,0,cellular,180,-1,0,other,15-may
26,technician,single,tertiary,777,1,0,cellular,260,463,1,failure,14-aug
27,admin.,divorced,secondary,112,1,0,unknown,104,-1,0,other,19-may
41,technician,single,secondary,297,0,1,cellular,140,-1,0,other,12-aug
36,services,single,secondary,-253,1,0,cellular,1073,-1,0,other,14-apr
45,technician,married,secondary,879,0,0,cellular,621,-1,0,other,7-jul
26,management,single,tertiary,7628,0,0,cellular,263,-1,0,other,1-apr
57,technician,single,secondary,5961,1,0,unknown,166,-1,0,other,14-may
56,management,divorced,tertiary,-563,0,0,cellular,79,-1,0,other,16-jul
59,entrepreneur,married,primary,124,1,0,cellular,531,134,7,failure,18-nov
30,technician,married,secondary,2107,0,0,cellular,23,-1,0,other,4-may
40,services,married,secondary,2843,1,0,cellular,223,305,1,success,20-apr
30,technician,married,secondary,2326,0,0,cellular,420,175,2,failure,14-dec
33,blue-collar,divorced,secondary,176,1,0,unknown,157,-1,0,other,12-may
31,management,single,tertiary,15,0,0,cellular,119,-1,0,other,11-aug
43,blue-collar,married,secondary,171,1,0,cellular,96,364,1,failure,13-may
83,retired,married,primary,425,0,0,telephone,883,140,1,failure,22-jun
27,blue-collar,single,secondary,-46,1,0,cellular,97,199,8,other,3-dec
39,blue-collar,divorced,secondary,160,1,0,unknown,151,-1,0,other,30-may
33,admin.,married,secondary,0,1,0,telephone,1448,-1,0,other,17-jul
34,blue-collar,single,secondary,855,1,0,cellular,578,-1,0,other,16-jul
46,blue-collar,married,secondary,572,1,0,unknown,288,-1,0,other,3-jun
52,management,divorced,tertiary,482,1,0,cellular,162,365,1,failure,14-may
40,management,single,tertiary,3877,1,0,unknown,145,-1,0,other,6-may
35,blue-collar,married,primary,51,1,0,unknown,593,-1,0,other,28-may
39,management,married,tertiary,568,1,1,unknown,206,-1,0,other,30-may
31,technician,single,tertiary,279,1,0,unknown,198,-1,0,other,13-may
33,management,married,tertiary,287,1,0,cellular,199,274,3,other,15-may
38,self-employed,married,secondary,29125,0,0,unknown,313,-1,0,other,18-jun
58,entrepreneur,married,secondary,318,1,0,cellular,430,-1,0,other,17-nov
37,admin.,married,secondary,1314,1,0,cellular,74,14,9,failure,22-may
36,management,single,tertiary,515,1,0,cellular,14,-1,0,other,21-nov
38,management,married,tertiary,4293,1,0,cellular,92,250,2,failure,6-may
38,technician,married,secondary,10596,0,0,cellular,195,197,4,other,19-aug
58,blue-collar,married,primary,0,1,0,unknown,535,-1,0,other,29-may
42,housemaid,married,primary,14752,0,0,unknown,107,-1,0,other,19-may
44,technician,single,secondary,2403,1,0,unknown,158,-1,0,other,30-may
34,admin.,single,tertiary,18,1,0,cellular,285,288,17,other,6-may
61,retired,married,primary,-156,1,1,unknown,283,-1,0,other,2-jun
49,housemaid,married,primary,0,0,0,telephone,46,-1,0,other,16-jul
37,admin.,single,secondary,18,0,0,unknown,574,-1,0,other,12-may
56,management,divorced,secondary,278,1,0,unknown,269,-1,0,other,17-jun
27,blue-collar,married,secondary,419,1,0,unknown,1181,-1,0,other,4-jun
34,technician,married,tertiary,0,0,0,cellular,89,133,1,failure,6-oct
29,management,single,tertiary,-11,1,0,cellular,164,-1,0,other,14-may
37,admin.,married,secondary,3427,0,0,cellular,46,-1,0,other,27-feb
60,retired,married,tertiary,2196,0,0,cellular,318,-1,0,other,15-jun
36,blue-collar,single,primary,367,0,0,unknown,277,-1,0,other,26-jun
51,admin.,married,secondary,37,0,1,unknown,206,-1,0,other,20-jun
27,admin.,married,secondary,158,1,0,cellular,124,-1,0,other,25-jul
31,management,married,tertiary,392,0,0,cellular,119,-1,0,other,26-aug
39,entrepreneur,divorced,secondary,1202,1,0,unknown,364,-1,0,other,23-may
52,blue-collar,married,secondary,2230,0,0,cellular,423,-1,0,other,29-oct
33,blue-collar,divorced,secondary,-238,1,0,unknown,73,-1,0,other,13-may
57,housemaid,divorced,primary,113,0,0,unknown,378,-1,0,other,18-jun
37,management,married,tertiary,655,0,0,unknown,244,-1,0,other,28-may
44,technician,single,tertiary,900,1,0,cellular,322,-1,0,other,29-jan
39,technician,divorced,secondary,385,0,0,cellular,143,93,1,failure,26-aug
55,technician,divorced,secondary,689,1,0,cellular,174,-1,0,other,6-aug
34,housemaid,married,tertiary,1265,1,0,cellular,118,164,3,failure,17-nov
29,student,single,tertiary,0,0,0,unknown,52,-1,0,other,26-may
30,technician,single,secondary,383,1,1,cellular,145,-1,0,other,19-nov
49,blue-collar,married,secondary,1946,0,0,cellular,192,95,1,success,19-oct
41,admin.,divorced,secondary,0,0,1,cellular,400,-1,0,other,23-jul
33,technician,single,secondary,14,1,0,unknown,188,-1,0,other,12-may
47,admin.,married,secondary,29,0,1,cellular,150,-1,0,other,22-aug
51,retired,married,primary,752,1,0,unknown,214,-1,0,other,30-may
30,management,single,tertiary,697,0,0,cellular,179,102,2,success,10-aug
42,blue-collar,married,primary,398,1,0,unknown,251,-1,0,other,16-may
43,blue-collar,married,secondary,2706,1,1,unknown,44,-1,0,other,14-may
32,management,single,tertiary,1047,1,0,cellular,203,-1,0,other,13-aug
56,management,married,tertiary,0,0,1,unknown,422,-1,0,other,20-jun
35,blue-collar,married,secondary,0,1,1,cellular,291,293,1,failure,13-may
47,blue-collar,married,secondary,1568,1,0,cellular,226,91,8,success,21-may
29,technician,single,tertiary,68,1,0,cellular,658,-1,0,other,20-apr
27,blue-collar,married,primary,108,1,0,telephone,57,-1,0,other,28-jul
40,management,married,tertiary,710,1,0,cellular,266,298,2,failure,5-may
44,management,single,tertiary,1424,1,0,cellular,201,-1,0,other,8-aug
30,management,married,tertiary,302,1,1,unknown,302,-1,0,other,23-may
54,management,divorced,tertiary,124,0,0,cellular,119,-1,0,other,27-aug
47,management,married,secondary,1077,0,0,cellular,367,-1,0,other,31-jul
38,blue-collar,single,primary,-100,1,0,unknown,189,-1,0,other,21-may
56,blue-collar,divorced,primary,190,1,0,cellular,15,351,9,other,12-may
50,blue-collar,married,secondary,-812,0,1,cellular,8,-1,0,other,5-feb
58,housemaid,divorced,primary,0,0,0,unknown,290,-1,0,other,18-jun
29,blue-collar,single,secondary,43,0,0,cellular,142,353,1,failure,7-may
39,blue-collar,married,secondary,1307,1,0,telephone,158,-1,0,other,31-oct
29,blue-collar,married,primary,7,1,0,cellular,69,-1,0,other,12-may
32,admin.,single,secondary,396,1,0,cellular,88,364,1,failure,18-may
29,admin.,single,secondary,291,0,0,cellular,12,-1,0,other,9-feb
57,housemaid,married,primary,3570,0,0,unknown,233,-1,0,other,9-jun
53,management,married,tertiary,696,1,0,cellular,12,-1,0,other,20-apr
38,technician,married,secondary,634,0,0,unknown,211,-1,0,other,19-jun
57,management,divorced,tertiary,909,1,0,cellular,147,-1,0,other,25-jul
32,technician,married,secondary,175,1,0,unknown,142,-1,0,other,13-may
38,services,married,secondary,2669,1,0,cellular,208,-1,0,other,20-apr
50,blue-collar,divorced,secondary,2725,0,0,cellular,71,-1,0,other,31-jul
48,blue-collar,married,secondary,7408,0,1,cellular,101,-1,0,other,4-feb
31,technician,divorced,secondary,202,1,0,cellular,146,-1,0,other,18-jul
28,services,single,secondary,1059,0,0,cellular,146,276,1,other,4-feb
40,management,married,tertiary,24450,0,0,cellular,73,-1,0,other,25-aug
42,technician,single,secondary,2646,1,0,cellular,280,-1,0,other,23-jul
42,blue-collar,single,tertiary,1736,0,0,telephone,179,-1,0,other,21-jul
35,management,divorced,tertiary,538,1,0,unknown,66,-1,0,other,12-may
23,technician,single,secondary,1587,1,1,cellular,502,-1,0,other,14-may
40,unemployed,divorced,secondary,193,1,0,cellular,195,357,1,failure,7-may
56,retired,married,primary,1947,0,0,cellular,124,34,2,failure,3-jun
52,management,married,tertiary,2428,1,0,cellular,61,-1,0,other,28-jul
33,services,married,secondary,5034,1,0,unknown,207,-1,0,other,8-may
40,retired,single,secondary,1400,0,0,unknown,20,-1,0,other,20-jun
33,management,married,secondary,171,0,0,cellular,100,-1,0,other,18-jul
34,blue-collar,married,primary,6575,1,0,unknown,405,-1,0,other,26-may
82,retired,married,primary,8603,0,0,cellular,306,107,1,success,22-oct
52,technician,married,tertiary,0,0,1,cellular,409,-1,0,other,5-aug
35,management,married,secondary,1160,1,0,unknown,116,-1,0,other,27-may
45,blue-collar,married,secondary,430,0,1,cellular,140,-1,0,other,21-aug
36,admin.,divorced,secondary,543,1,0,cellular,66,-1,0,other,11-may
55,retired,married,secondary,529,1,0,cellular,33,8,3,other,5-feb
54,blue-collar,married,primary,175,0,1,cellular,1027,-1,0,other,8-jul
35,services,divorced,secondary,1529,0,0,unknown,20,-1,0,other,20-jun
37,blue-collar,single,secondary,5818,0,0,unknown,652,-1,0,other,17-jun
41,admin.,married,secondary,1021,0,0,cellular,224,-1,0,other,2-jun
48,management,divorced,secondary,17,1,0,cellular,195,-1,0,other,17-nov
29,blue-collar,married,secondary,97,1,0,cellular,342,-1,0,other,18-may
42,entrepreneur,married,secondary,46,0,0,cellular,1013,-1,0,other,2-feb
38,blue-collar,married,secondary,1149,0,0,cellular,41,-1,0,other,30-jul
32,technician,married,tertiary,2688,0,0,cellular,216,57,1,failure,14-oct
32,management,single,tertiary,354,0,0,cellular,177,133,5,other,4-mar
30,admin.,married,secondary,116,1,0,cellular,15,-1,0,other,31-jul
30,services,married,secondary,-298,0,1,cellular,174,-1,0,other,10-jul
29,management,single,tertiary,1026,0,0,cellular,138,92,2,success,12-feb
43,management,married,tertiary,1791,0,0,cellular,254,-1,0,other,5-aug
41,services,married,secondary,0,1,1,cellular,352,122,2,failure,4-jun
34,services,married,secondary,-62,1,0,unknown,109,-1,0,other,16-jun
44,admin.,married,secondary,58544,1,0,unknown,144,-1,0,other,7-may
57,self-employed,married,primary,-34,1,1,cellular,108,371,2,failure,11-may
33,blue-collar,married,secondary,-349,1,0,unknown,191,-1,0,other,6-may
30,blue-collar,single,secondary,-390,1,0,cellular,275,-1,0,other,5-may
50,admin.,married,secondary,106,0,1,cellular,59,-1,0,other,7-aug
27,blue-collar,married,primary,0,0,0,telephone,45,-1,0,other,2-feb
25,management,single,tertiary,1,1,0,cellular,9,-1,0,other,13-may
59,self-employed,married,tertiary,185,0,0,cellular,177,138,1,failure,22-jun
38,housemaid,divorced,secondary,70,0,0,cellular,164,92,4,success,27-jan
51,admin.,divorced,secondary,3029,1,1,cellular,118,-1,0,other,31-jul
35,blue-collar,single,primary,49,1,0,unknown,234,-1,0,other,21-may
38,services,married,tertiary,1324,1,0,cellular,178,-1,0,other,3-feb
40,admin.,married,secondary,457,0,0,unknown,9,-1,0,other,12-jul
32,unemployed,single,tertiary,1611,1,0,cellular,175,180,2,failure,19-nov
47,housemaid,married,secondary,4397,1,0,cellular,110,-1,0,other,25-jul
41,services,married,secondary,56,1,0,cellular,63,-1,0,other,31-jul
44,entrepreneur,married,tertiary,-1,0,1,cellular,63,-1,0,other,21-nov
35,blue-collar,divorced,primary,1077,1,0,cellular,25,-1,0,other,12-may
47,blue-collar,married,primary,1112,1,0,cellular,129,-1,0,other,13-may
32,management,single,tertiary,769,0,0,cellular,695,-1,0,other,29-aug
49,self-employed,married,secondary,1683,0,0,cellular,61,-1,0,other,29-aug
43,management,divorced,tertiary,-496,1,1,cellular,420,-1,0,other,22-jul
27,management,single,tertiary,2786,0,0,cellular,270,377,3,success,15-jun
30,technician,single,secondary,0,0,0,cellular,109,-1,0,other,27-aug
41,services,married,secondary,146,1,1,unknown,199,-1,0,other,3-jun
28,blue-collar,married,secondary,61,1,0,cellular,744,109,3,success,21-aug
35,management,married,tertiary,249,1,0,cellular,127,-1,0,other,6-aug
57,retired,divorced,secondary,70,1,0,unknown,122,-1,0,other,16-may
35,services,married,secondary,347,1,0,cellular,282,-1,0,other,6-may
25,services,single,secondary,1119,1,0,cellular,1063,-1,0,other,18-may
46,self-employed,married,primary,5442,1,0,cellular,115,-1,0,other,18-jul
37,management,married,tertiary,1967,1,0,cellular,774,-1,0,other,27-may
49,retired,married,secondary,8648,0,0,cellular,527,-1,0,other,17-nov
37,admin.,married,secondary,529,1,0,cellular,234,149,2,other,16-sep
29,blue-collar,single,secondary,7531,0,0,cellular,50,-1,0,other,15-may
44,technician,married,secondary,185,1,0,unknown,194,-1,0,other,15-may
31,blue-collar,single,secondary,-173,1,0,unknown,121,-1,0,other,4-jun
33,technician,married,secondary,183,0,0,cellular,457,182,3,other,16-jul
43,admin.,married,secondary,257,0,0,cellular,186,-1,0,other,29-aug
30,blue-collar,single,secondary,906,1,1,unknown,218,-1,0,other,21-may
28,admin.,single,secondary,579,1,0,cellular,60,-1,0,other,21-jul
45,blue-collar,married,primary,101,1,0,unknown,460,-1,0,other,12-may
32,blue-collar,single,tertiary,3014,1,0,cellular,291,-1,0,other,7-may
37,blue-collar,married,secondary,15801,1,0,unknown,456,-1,0,other,14-may
25,technician,married,tertiary,914,1,0,cellular,185,-1,0,other,12-may
38,admin.,married,primary,-175,1,0,telephone,86,-1,0,other,21-jul
33,blue-collar,divorced,primary,142,1,0,telephone,41,300,5,failure,11-may
31,admin.,married,secondary,0,1,0,cellular,82,-1,0,other,29-jul
56,management,married,secondary,3164,0,0,unknown,245,-1,0,other,20-jun
46,blue-collar,married,primary,512,0,0,telephone,32,301,1,failure,13-may
45,blue-collar,married,primary,0,1,1,cellular,36,172,5,failure,12-may
48,blue-collar,divorced,secondary,296,0,1,unknown,144,-1,0,other,16-jun
41,blue-collar,married,primary,2585,0,0,telephone,159,-1,0,other,20-nov
29,services,single,secondary,40,1,0,cellular,105,355,2,failure,18-may
23,student,single,tertiary,577,0,0,cellular,44,-1,0,other,27-apr
41,technician,married,secondary,3432,0,0,cellular,140,-1,0,other,6-aug
31,blue-collar,married,secondary,10287,1,0,cellular,293,-1,0,other,20-nov
30,management,married,secondary,1439,1,0,cellular,373,-1,0,other,18-nov
38,blue-collar,married,primary,1131,1,0,unknown,102,-1,0,other,29-may
36,blue-collar,married,secondary,779,1,0,cellular,240,-1,0,other,11-may
56,entrepreneur,married,tertiary,-65,1,0,unknown,45,-1,0,other,30-jun
39,blue-collar,single,secondary,116,1,0,unknown,182,-1,0,other,26-may
36,unemployed,married,primary,0,0,0,cellular,409,-1,0,other,6-feb
36,management,married,tertiary,8277,1,0,cellular,613,-1,0,other,18-nov
39,blue-collar,married,secondary,-131,1,1,unknown,232,-1,0,other,27-may
33,services,single,tertiary,1268,1,0,cellular,2219,28,2,failure,3-jun
57,technician,divorced,secondary,0,1,0,unknown,360,-1,0,other,14-may
33,technician,divorced,secondary,3,0,0,cellular,222,-1,0,other,4-feb
56,technician,single,tertiary,-528,0,0,cellular,290,184,2,failure,28-jan
37,technician,married,secondary,344,1,1,cellular,56,-1,0,other,17-nov
34,blue-collar,single,primary,4260,1,0,cellular,375,-1,0,other,15-may
30,management,single,tertiary,5956,1,0,unknown,255,-1,0,other,8-may
35,management,married,tertiary,24,1,0,cellular,174,-1,0,other,20-aug
58,retired,married,primary,282,1,0,cellular,40,-1,0,other,28-jul
52,admin.,divorced,secondary,26,1,0,unknown,215,-1,0,other,13-may
26,technician,married,secondary,18,1,1,cellular,138,-1,0,other,5-may
40,entrepreneur,married,secondary,2663,1,1,cellular,289,-1,0,other,6-feb
35,admin.,married,secondary,1098,1,1,unknown,143,-1,0,other,2-jun
59,retired,married,secondary,17769,0,0,cellular,322,-1,0,other,19-nov
33,management,divorced,tertiary,387,0,0,cellular,17,-1,0,other,6-feb
25,services,single,secondary,88,1,0,cellular,121,-1,0,other,29-jul
45,technician,married,tertiary,2699,1,0,cellular,264,-1,0,other,29-jun
42,services,single,secondary,241,1,0,cellular,704,-1,0,other,5-may
23,admin.,married,tertiary,2,1,0,unknown,140,-1,0,other,16-may
57,blue-collar,married,secondary,6004,1,0,cellular,157,-1,0,other,12-aug
54,housemaid,married,secondary,378,0,0,unknown,371,-1,0,other,6-jun
34,housemaid,married,primary,2929,0,0,cellular,518,-1,0,other,14-aug
66,retired,married,primary,206,0,0,cellular,479,-1,0,other,9-feb
48,entrepreneur,married,secondary,2247,1,0,unknown,60,-1,0,other,2-jun
56,unemployed,married,secondary,670,0,0,cellular,86,-1,0,other,30-jan
33,admin.,married,secondary,95,1,0,cellular,155,102,1,success,10-aug
83,retired,single,primary,3349,0,0,telephone,89,-1,0,other,12-feb
35,management,single,tertiary,1396,1,0,cellular,809,300,1,failure,13-may
46,services,married,secondary,1227,1,1,unknown,135,-1,0,other,30-may
40,technician,married,secondary,2266,0,0,cellular,175,89,7,other,26-may
36,management,single,tertiary,62,1,0,cellular,566,182,7,failure,3-nov
41,blue-collar,single,primary,22,1,0,unknown,152,-1,0,other,14-may
45,management,married,tertiary,655,0,0,unknown,693,-1,0,other,20-jun
32,admin.,married,secondary,0,1,0,cellular,229,-1,0,other,21-jul
25,student,single,secondary,1028,0,0,cellular,148,-1,0,other,9-aug
57,retired,married,primary,0,0,0,cellular,340,-1,0,other,20-aug
48,admin.,single,secondary,0,0,1,telephone,47,-1,0,other,21-nov
53,technician,divorced,tertiary,2228,0,0,cellular,890,-1,0,other,17-nov
36,housemaid,married,secondary,0,0,0,cellular,76,-1,0,other,21-aug
36,entrepreneur,married,secondary,2971,0,0,cellular,247,97,8,failure,12-nov
32,services,married,secondary,183,1,0,cellular,17,-1,0,other,9-feb
35,management,married,tertiary,317,1,0,unknown,162,-1,0,other,23-may
50,technician,married,secondary,3370,0,0,cellular,160,-1,0,other,2-jun
33,technician,single,tertiary,317,1,0,cellular,323,80,14,other,4-jun
33,management,single,tertiary,1859,1,0,cellular,1169,-1,0,other,30-jan
38,blue-collar,married,secondary,1205,1,0,cellular,45,153,1,failure,20-apr
29,admin.,single,secondary,900,1,0,unknown,339,-1,0,other,14-may
58,technician,single,secondary,641,0,0,cellular,229,-1,0,other,7-aug
29,blue-collar,single,secondary,992,1,1,unknown,456,-1,0,other,28-may
53,blue-collar,married,primary,109,0,0,cellular,86,-1,0,other,22-aug
35,housemaid,married,primary,218,1,0,cellular,127,-1,0,other,9-jul
42,technician,single,secondary,1882,1,0,unknown,87,-1,0,other,15-may
22,blue-collar,single,secondary,-7,1,0,cellular,84,343,1,other,17-apr
34,technician,married,secondary,294,1,0,cellular,301,-1,0,other,8-jun
35,management,married,tertiary,8,1,0,cellular,56,-1,0,other,22-jul
21,student,single,primary,3472,0,0,cellular,66,-1,0,other,20-apr
51,housemaid,divorced,secondary,330,0,0,telephone,218,-1,0,other,21-nov
32,self-employed,married,secondary,1942,1,0,unknown,84,-1,0,other,30-may
32,entrepreneur,married,tertiary,0,1,1,cellular,95,-1,0,other,18-nov
28,technician,single,secondary,216,1,0,unknown,66,-1,0,other,13-may
29,services,single,secondary,-158,1,0,unknown,128,-1,0,other,7-may
34,technician,married,secondary,51,1,0,unknown,19,-1,0,other,5-may
25,admin.,single,secondary,1871,0,0,cellular,260,96,1,success,8-sep
32,self-employed,single,tertiary,562,1,1,cellular,84,-1,0,other,8-apr
36,technician,single,tertiary,962,1,0,cellular,568,-1,0,other,8-may
